CHROM	BIN_START	BIN_END	N_VARIANTS	WEIGHTED_FST	MEAN_FST
LG12	250001	300000	555	0.0510247	0.0378173
LG12	255001	305000	499	0.0540275	0.0385065
LG12	260001	310000	462	0.0620102	0.0441832
LG12	265001	315000	430	0.0725185	0.0542585
LG12	270001	320000	403	0.0791927	0.0619815
LG12	275001	325000	361	0.0899816	0.0670789
LG12	280001	330000	296	0.101	0.0745223
LG12	285001	335000	287	0.10786	0.0814507
LG12	290001	340000	287	0.104298	0.0780635
LG12	295001	345000	279	0.0806499	0.0585919
LG12	300001	350000	325	0.0793423	0.0593001
LG12	305001	355000	360	0.0765449	0.0582141
LG12	310001	360000	378	0.0707579	0.055244
LG12	315001	365000	370	0.0604351	0.0493149
LG12	320001	370000	369	0.0595508	0.0507601
LG12	325001	375000	352	0.0517306	0.0509532
LG12	330001	380000	355	0.0543417	0.0533745
LG12	335001	385000	353	0.0551772	0.0523678
LG12	340001	390000	363	0.0816403	0.0676379
LG12	345001	395000	380	0.0865296	0.0705803
LG12	350001	400000	367	0.0837587	0.0689588
LG12	355001	405000	357	0.0863082	0.0700286
LG12	360001	410000	335	0.0858344	0.070358
LG12	365001	415000	370	0.0836136	0.0709575
LG12	370001	420000	377	0.0880428	0.0727881
LG12	375001	425000	377	0.084654	0.0678899
LG12	380001	430000	377	0.0841206	0.0667902
LG12	385001	435000	374	0.0859235	0.069051
LG12	390001	440000	369	0.0656487	0.0536182
LG12	395001	445000	365	0.0541101	0.0464257
LG12	400001	450000	365	0.0511502	0.0430943
LG12	405001	455000	401	0.046839	0.0384288
LG12	410001	460000	409	0.046302	0.0378276
LG12	415001	465000	393	0.0377876	0.0300736
LG12	420001	470000	395	0.0309627	0.023565
LG12	425001	475000	393	0.0288947	0.0225135
LG12	430001	480000	393	0.0288997	0.0223129
LG12	435001	485000	393	0.0236843	0.0186722
LG12	440001	490000	406	0.0223938	0.0177503
LG12	445001	495000	418	0.0227226	0.0175263
LG12	450001	500000	422	0.0227527	0.0170731
LG12	455001	505000	414	0.0241814	0.0191501
LG12	460001	510000	432	0.0407541	0.0286499
LG12	465001	515000	443	0.0680622	0.0453768
LG12	470001	520000	457	0.085453	0.0601795
LG12	475001	525000	478	0.0915604	0.0657938
LG12	480001	530000	481	0.0925834	0.0679709
LG12	485001	535000	517	0.0874716	0.0681886
LG12	490001	540000	501	0.0909452	0.0737082
LG12	495001	545000	492	0.100324	0.0793621
LG12	500001	550000	502	0.102457	0.0827534
LG12	505001	555000	502	0.110514	0.0871156
LG12	510001	560000	523	0.0982066	0.0773226
LG12	515001	565000	520	0.0833361	0.0671502
LG12	520001	570000	527	0.0668045	0.0549673
LG12	525001	575000	536	0.0573242	0.0494597
LG12	530001	580000	558	0.0540067	0.0478181
LG12	535001	585000	497	0.0545281	0.0464282
LG12	540001	590000	485	0.051267	0.0428703
LG12	545001	595000	478	0.0450071	0.0388505
LG12	550001	600000	463	0.0394191	0.034981
LG12	555001	605000	464	0.0264415	0.0265042
LG12	560001	610000	434	0.0279387	0.0274335
LG12	565001	615000	417	0.0285739	0.0283159
LG12	570001	620000	401	0.0262412	0.0261713
LG12	575001	625000	387	0.0272517	0.025486
LG12	580001	630000	368	0.0256248	0.0227508
LG12	585001	635000	381	0.0282627	0.0269399
LG12	590001	640000	362	0.0375015	0.0330406
LG12	595001	645000	363	0.0417177	0.0371026
LG12	600001	650000	362	0.0492301	0.0435563
LG12	605001	655000	370	0.0644014	0.0546741
LG12	610001	660000	382	0.0569026	0.0517326
LG12	615001	665000	402	0.0539611	0.0494125
LG12	620001	670000	397	0.0580523	0.0520729
LG12	625001	675000	408	0.0542765	0.0514107
LG12	630001	680000	415	0.0516079	0.050595
LG12	635001	685000	448	0.0486852	0.0474863
LG12	640001	690000	496	0.0427392	0.0434836
LG12	645001	695000	493	0.0455937	0.044986
LG12	650001	700000	520	0.0460857	0.0448186
LG12	655001	705000	518	0.0494108	0.0464183
LG12	660001	710000	529	0.0547156	0.0510574
LG12	665001	715000	530	0.0612723	0.0560464
LG12	670001	720000	564	0.0654755	0.0596353
LG12	675001	725000	554	0.0683668	0.0608272
LG12	680001	730000	563	0.0719092	0.0623935
LG12	685001	735000	566	0.0691278	0.0593291
LG12	690001	740000	556	0.0726334	0.0627749
LG12	695001	745000	573	0.0701811	0.0609704
LG12	700001	750000	588	0.071999	0.0619563
LG12	705001	755000	610	0.0630658	0.0556722
LG12	710001	760000	593	0.0641152	0.0545573
LG12	715001	765000	596	0.0656269	0.0548036
LG12	720001	770000	626	0.0681521	0.0553552
LG12	725001	775000	661	0.0760654	0.0612603
LG12	730001	780000	685	0.072268	0.0590184
LG12	735001	785000	780	0.0654886	0.0524015
LG12	740001	790000	742	0.0653367	0.0511955
LG12	745001	795000	683	0.0657912	0.0512527
LG12	750001	800000	629	0.0631883	0.0493381
LG12	755001	805000	613	0.0675272	0.0524728
LG12	760001	810000	584	0.0651335	0.051079
LG12	765001	815000	531	0.0595941	0.0474657
LG12	770001	820000	492	0.0312983	0.0276649
LG12	775001	825000	523	-0.00240463	0.0022342
LG12	780001	830000	519	-0.00399501	0.00183847
LG12	785001	835000	458	0.00562942	0.0119417
LG12	790001	840000	453	0.00342556	0.0119559
LG12	795001	845000	484	0.00429759	0.0134424
LG12	800001	850000	520	0.00959643	0.0177942
LG12	805001	855000	510	0.0091719	0.0156561
LG12	810001	860000	562	0.0170706	0.0211551
LG12	815001	865000	617	0.0195763	0.0232275
LG12	820001	870000	608	0.0308855	0.0326644
LG12	825001	875000	539	0.0543628	0.0466488
LG12	830001	880000	518	0.0512439	0.044642
LG12	835001	885000	460	0.0457797	0.0424235
LG12	840001	890000	519	0.0496515	0.0440053
LG12	845001	895000	548	0.0586322	0.0500412
LG12	850001	900000	530	0.0555594	0.0496857
LG12	855001	905000	512	0.0677417	0.0570225
LG12	860001	910000	479	0.0726266	0.0593276
LG12	865001	915000	480	0.0753502	0.0617111
LG12	870001	920000	522	0.0659642	0.0581055
LG12	875001	925000	586	0.0674882	0.0620384
LG12	880001	930000	603	0.0736618	0.0664529
LG12	885001	935000	602	0.073468	0.066112
LG12	890001	940000	593	0.0707214	0.0661379
LG12	895001	945000	568	0.0672705	0.0633249
LG12	900001	950000	553	0.0668738	0.060895
LG12	905001	955000	598	0.0607348	0.0569858
LG12	910001	960000	623	0.0558412	0.0524495
LG12	915001	965000	625	0.0517804	0.0475763
LG12	920001	970000	632	0.0591727	0.0515364
LG12	925001	975000	577	0.0572047	0.0480915
LG12	930001	980000	546	0.0539982	0.044698
LG12	935001	985000	538	0.0531568	0.0430631
LG12	940001	990000	535	0.0507817	0.0400009
LG12	945001	995000	545	0.0458988	0.0363763
LG12	950001	1000000	611	0.0441806	0.0361477
LG12	955001	1005000	620	0.0345301	0.0312637
LG12	960001	1010000	652	0.0287079	0.026192
LG12	965001	1015000	652	0.0290029	0.0259607
LG12	970001	1020000	607	0.0232265	0.0216859
LG12	975001	1025000	614	0.0258071	0.0233589
LG12	980001	1030000	644	0.0330194	0.0291515
LG12	985001	1035000	664	0.0459086	0.0379902
LG12	990001	1040000	673	0.0423512	0.0363863
LG12	995001	1045000	664	0.0442997	0.0382775
LG12	1000001	1050000	613	0.0545863	0.0422284
LG12	1005001	1055000	589	0.0906295	0.0609234
LG12	1010001	1060000	548	0.10339	0.0723195
LG12	1015001	1065000	526	0.111506	0.0801956
LG12	1020001	1070000	512	0.111922	0.0810392
LG12	1025001	1075000	497	0.111289	0.0799899
LG12	1030001	1080000	460	0.111883	0.0797417
LG12	1035001	1085000	445	0.0948901	0.0689229
LG12	1040001	1090000	447	0.110907	0.0798942
LG12	1045001	1095000	445	0.112458	0.0802104
LG12	1050001	1100000	459	0.109599	0.0812286
LG12	1055001	1105000	471	0.0881903	0.0712174
LG12	1060001	1110000	488	0.0898461	0.0700077
LG12	1065001	1115000	509	0.0824657	0.0637083
LG12	1070001	1120000	526	0.0851169	0.065132
LG12	1075001	1125000	524	0.0896578	0.0686786
LG12	1080001	1130000	515	0.0868305	0.0669505
LG12	1085001	1135000	501	0.0926761	0.069909
LG12	1090001	1140000	453	0.0888194	0.067447
LG12	1095001	1145000	452	0.0868386	0.0661357
LG12	1100001	1150000	453	0.0800042	0.0585832
LG12	1105001	1155000	411	0.0613933	0.0428035
LG12	1110001	1160000	368	0.049419	0.0372336
LG12	1115001	1165000	369	0.0494217	0.0408538
LG12	1120001	1170000	346	0.0475793	0.0390743
LG12	1125001	1175000	364	0.0444062	0.0372562
LG12	1130001	1180000	413	0.0482144	0.0393978
LG12	1135001	1185000	432	0.049142	0.0398671
LG12	1140001	1190000	472	0.0575308	0.0457338
LG12	1145001	1195000	521	0.0578915	0.0467263
LG12	1150001	1200000	534	0.0614505	0.0511785
LG12	1155001	1205000	559	0.0677279	0.0594179
LG12	1160001	1210000	593	0.0756628	0.0660601
LG12	1165001	1215000	549	0.079423	0.0683276
LG12	1170001	1220000	542	0.0814962	0.0696921
LG12	1175001	1225000	502	0.0834251	0.0713374
LG12	1180001	1230000	482	0.0910489	0.0773531
LG12	1185001	1235000	478	0.0935629	0.0790236
LG12	1190001	1240000	440	0.0878943	0.0743252
LG12	1195001	1245000	384	0.0956074	0.0748216
LG12	1200001	1250000	383	0.117299	0.0874188
LG12	1205001	1255000	377	0.129254	0.0926432
LG12	1210001	1260000	392	0.121293	0.0863596
LG12	1215001	1265000	432	0.124364	0.0871322
LG12	1220001	1270000	446	0.125945	0.0895796
LG12	1225001	1275000	462	0.125548	0.0929172
LG12	1230001	1280000	421	0.1259	0.0923115
LG12	1235001	1285000	412	0.127698	0.0955618
LG12	1240001	1290000	450	0.141048	0.107772
LG12	1245001	1295000	456	0.151027	0.119389
LG12	1250001	1300000	414	0.143905	0.115265
LG12	1255001	1305000	375	0.138446	0.116848
LG12	1260001	1310000	337	0.153216	0.131245
LG12	1265001	1315000	361	0.165656	0.141445
LG12	1270001	1320000	328	0.173017	0.150968
LG12	1275001	1325000	340	0.187864	0.162367
LG12	1280001	1330000	378	0.173975	0.152132
LG12	1285001	1335000	370	0.178007	0.153582
LG12	1290001	1340000	322	0.178917	0.151222
LG12	1295001	1345000	311	0.171343	0.146566
LG12	1300001	1350000	322	0.175494	0.150618
LG12	1305001	1355000	358	0.178529	0.149687
LG12	1310001	1360000	374	0.192608	0.159496
LG12	1315001	1365000	334	0.212175	0.177666
LG12	1320001	1370000	345	0.215041	0.178949
LG12	1325001	1375000	308	0.21204	0.171373
LG12	1330001	1380000	280	0.234422	0.184358
LG12	1335001	1385000	289	0.23481	0.18196
LG12	1340001	1390000	317	0.225834	0.17308
LG12	1345001	1395000	316	0.225979	0.170909
LG12	1350001	1400000	305	0.229375	0.172529
LG12	1355001	1405000	304	0.215892	0.159002
LG12	1360001	1410000	291	0.190489	0.141614
LG12	1365001	1415000	306	0.153251	0.128662
LG12	1370001	1420000	304	0.139111	0.117656
LG12	1375001	1425000	316	0.135842	0.116432
LG12	1380001	1430000	312	0.133961	0.117529
LG12	1385001	1435000	297	0.132984	0.118617
LG12	1390001	1440000	262	0.137074	0.122241
LG12	1395001	1445000	254	0.139247	0.124474
LG12	1400001	1450000	256	0.130512	0.115792
LG12	1405001	1455000	218	0.142943	0.123335
LG12	1410001	1460000	224	0.134862	0.117772
LG12	1415001	1465000	219	0.113116	0.0992371
LG12	1420001	1470000	244	0.107597	0.0951091
LG12	1425001	1475000	283	0.119034	0.100478
LG12	1430001	1480000	305	0.121926	0.0982313
LG12	1435001	1485000	372	0.12791	0.0935152
LG12	1440001	1490000	409	0.120986	0.0830804
LG12	1445001	1495000	447	0.117566	0.0768067
LG12	1450001	1500000	473	0.114605	0.0742682
LG12	1455001	1505000	533	0.112864	0.0735024
LG12	1460001	1510000	542	0.105831	0.0682913
LG12	1465001	1515000	549	0.11017	0.0699292
LG12	1470001	1520000	563	0.117096	0.0739851
LG12	1475001	1525000	531	0.110831	0.0670432
LG12	1480001	1530000	533	0.105379	0.0640807
LG12	1485001	1535000	502	0.0905831	0.0540353
LG12	1490001	1540000	492	0.0910052	0.0579952
LG12	1495001	1545000	491	0.087728	0.0588106
LG12	1500001	1550000	490	0.0869139	0.0578881
LG12	1505001	1555000	490	0.0825834	0.0549561
LG12	1510001	1560000	474	0.0874609	0.0587098
LG12	1515001	1565000	521	0.075817	0.0545734
LG12	1520001	1570000	511	0.0617185	0.045729
LG12	1525001	1575000	539	0.0632965	0.0491836
LG12	1530001	1580000	589	0.0640962	0.0524296
LG12	1535001	1585000	599	0.0682925	0.059446
LG12	1540001	1590000	620	0.0747152	0.0657732
LG12	1545001	1595000	602	0.0791527	0.0696231
LG12	1550001	1600000	597	0.0816934	0.0751681
LG12	1555001	1605000	562	0.0810006	0.076113
LG12	1560001	1610000	581	0.0739583	0.0715149
LG12	1565001	1615000	530	0.076389	0.070492
LG12	1570001	1620000	503	0.0860502	0.0784296
LG12	1575001	1625000	485	0.0910829	0.0783992
LG12	1580001	1630000	441	0.110208	0.0875688
LG12	1585001	1635000	411	0.114939	0.0864419
LG12	1590001	1640000	368	0.109664	0.0787813
LG12	1595001	1645000	361	0.103654	0.0714224
LG12	1600001	1650000	356	0.099234	0.0620488
LG12	1605001	1655000	357	0.0924381	0.0561359
LG12	1610001	1660000	365	0.092806	0.0555063
LG12	1615001	1665000	350	0.085085	0.0510416
LG12	1620001	1670000	371	0.068438	0.0431358
LG12	1625001	1675000	414	0.0684427	0.0468311
LG12	1630001	1680000	458	0.04883	0.0381358
LG12	1635001	1685000	461	0.044473	0.0350332
LG12	1640001	1690000	482	0.0433918	0.0329166
LG12	1645001	1695000	493	0.0431606	0.0329385
LG12	1650001	1700000	466	0.0418815	0.0324278
LG12	1655001	1705000	454	0.0416744	0.0324708
LG12	1660001	1710000	449	0.038825	0.0283447
LG12	1665001	1715000	435	0.0399959	0.0285361
LG12	1670001	1720000	429	0.0412065	0.0283026
LG12	1675001	1725000	414	0.032971	0.0249047
LG12	1680001	1730000	359	0.0327903	0.0228758
LG12	1685001	1735000	361	0.055002	0.0342934
LG12	1690001	1740000	360	0.0761433	0.0468217
LG12	1695001	1745000	361	0.0919433	0.0563182
LG12	1700001	1750000	375	0.0997901	0.0598054
LG12	1705001	1755000	361	0.10693	0.0633755
LG12	1710001	1760000	336	0.118695	0.0726445
LG12	1715001	1765000	365	0.11926	0.074673
LG12	1720001	1770000	394	0.118373	0.073888
LG12	1725001	1775000	393	0.124993	0.0748818
LG12	1730001	1780000	425	0.115603	0.0683223
LG12	1735001	1785000	449	0.10638	0.0637939
LG12	1740001	1790000	476	0.0905971	0.0568219
LG12	1745001	1795000	493	0.0736733	0.0483294
LG12	1750001	1800000	518	0.0667736	0.0463529
LG12	1755001	1805000	545	0.0661009	0.0472456
LG12	1760001	1810000	559	0.070856	0.0534021
LG12	1765001	1815000	550	0.0709139	0.0543843
LG12	1770001	1820000	543	0.0634161	0.0518792
LG12	1775001	1825000	560	0.040423	0.0397351
LG12	1780001	1830000	543	0.0349145	0.0367865
LG12	1785001	1835000	572	0.0175827	0.0237182
LG12	1790001	1840000	585	0.0172188	0.0235503
LG12	1795001	1845000	576	0.0161484	0.0232179
LG12	1800001	1850000	566	0.012045	0.0197331
LG12	1805001	1855000	541	0.00875669	0.0173287
LG12	1810001	1860000	522	0.000815487	0.00861824
LG12	1815001	1865000	509	-0.00468055	0.00463959
LG12	1820001	1870000	479	-0.00567299	0.0048435
LG12	1825001	1875000	421	0.00290473	0.00929928
LG12	1830001	1880000	392	0.00482874	0.0111586
LG12	1835001	1885000	325	0.0174247	0.0231525
LG12	1840001	1890000	272	0.00553848	0.0175942
LG12	1845001	1895000	289	0.0114835	0.019802
LG12	1850001	1900000	281	0.0119003	0.020303
LG12	1855001	1905000	335	0.0237316	0.0257302
LG12	1860001	1910000	378	0.0319954	0.033758
LG12	1865001	1915000	394	0.0331345	0.0327991
LG12	1870001	1920000	391	0.0407778	0.0377521
LG12	1875001	1925000	407	0.0548861	0.0470159
LG12	1880001	1930000	413	0.0603916	0.0507691
LG12	1885001	1935000	424	0.0664672	0.0545315
LG12	1890001	1940000	422	0.0692703	0.0566173
LG12	1895001	1945000	388	0.0774839	0.0625474
LG12	1900001	1950000	376	0.0849593	0.0668577
LG12	1905001	1955000	330	0.0889129	0.0703882
LG12	1910001	1960000	289	0.0934573	0.0688115
LG12	1915001	1965000	292	0.0931514	0.0651602
LG12	1920001	1970000	309	0.0825964	0.05374
LG12	1925001	1975000	303	0.0627637	0.0413575
LG12	1930001	1980000	303	0.0507041	0.0333859
LG12	1935001	1985000	287	0.0323858	0.0237323
LG12	1940001	1990000	293	0.0318026	0.0242575
LG12	1945001	1995000	308	0.0360063	0.0229189
LG12	1950001	2000000	313	0.0414891	0.0252982
LG12	1955001	2005000	330	0.043208	0.0241033
LG12	1960001	2010000	340	0.0379857	0.0204932
LG12	1965001	2015000	339	0.0463356	0.028162
LG12	1970001	2020000	332	0.0593404	0.0371984
LG12	1975001	2025000	325	0.061774	0.0382097
LG12	1980001	2030000	347	0.0608455	0.0409887
LG12	1985001	2035000	406	0.070631	0.0503318
LG12	1990001	2040000	449	0.0543576	0.0409243
LG12	1995001	2045000	472	0.0467017	0.0392555
LG12	2000001	2050000	527	0.0375932	0.0304466
LG12	2005001	2055000	549	0.0308103	0.025958
LG12	2010001	2060000	532	0.0309562	0.0269432
LG12	2015001	2065000	493	0.0269298	0.0240009
LG12	2020001	2070000	465	0.0199151	0.0202658
LG12	2025001	2075000	472	0.0329216	0.0328563
LG12	2030001	2080000	488	0.0722026	0.0627264
LG12	2035001	2085000	458	0.0752991	0.0673588
LG12	2040001	2090000	445	0.0951498	0.0838397
LG12	2045001	2095000	418	0.114527	0.0992814
LG12	2050001	2100000	389	0.134059	0.11701
LG12	2055001	2105000	393	0.156978	0.139137
LG12	2060001	2110000	461	0.145672	0.133306
LG12	2065001	2115000	499	0.140294	0.12915
LG12	2070001	2120000	514	0.138825	0.12685
LG12	2075001	2125000	500	0.131045	0.119101
LG12	2080001	2130000	472	0.0991774	0.0943728
LG12	2085001	2135000	440	0.0918266	0.0873314
LG12	2090001	2140000	418	0.0952519	0.088478
LG12	2095001	2145000	429	0.0879463	0.0813424
LG12	2100001	2150000	432	0.0885701	0.0842426
LG12	2105001	2155000	442	0.061107	0.0614995
LG12	2110001	2160000	439	0.0419277	0.0462172
LG12	2115001	2165000	425	0.0406096	0.0451502
LG12	2120001	2170000	440	0.0441554	0.0460608
LG12	2125001	2175000	464	0.0474838	0.0481461
LG12	2130001	2180000	475	0.0485011	0.0481939
LG12	2135001	2185000	513	0.0576459	0.0546093
LG12	2140001	2190000	566	0.0612956	0.0549009
LG12	2145001	2195000	597	0.0680909	0.0584753
LG12	2150001	2200000	594	0.0749875	0.0624836
LG12	2155001	2205000	582	0.0931954	0.0750958
LG12	2160001	2210000	549	0.115152	0.0884523
LG12	2165001	2215000	548	0.117059	0.0902071
LG12	2170001	2220000	550	0.116523	0.0921654
LG12	2175001	2225000	557	0.120056	0.0939482
LG12	2180001	2230000	547	0.123472	0.0939891
LG12	2185001	2235000	532	0.125872	0.0959173
LG12	2190001	2240000	483	0.125418	0.0956621
LG12	2195001	2245000	520	0.0819374	0.0732533
LG12	2200001	2250000	566	0.0589809	0.0578202
LG12	2205001	2255000	564	0.0490594	0.0486162
LG12	2210001	2260000	574	0.0387045	0.0395419
LG12	2215001	2265000	595	0.0342713	0.0324143
LG12	2220001	2270000	565	0.0308106	0.0287817
LG12	2225001	2275000	564	0.0210084	0.0215037
LG12	2230001	2280000	569	0.0194212	0.0214542
LG12	2235001	2285000	612	0.00875651	0.0125552
LG12	2240001	2290000	626	0.00568875	0.00900389
LG12	2245001	2295000	537	0.0178274	0.0168619
LG12	2250001	2300000	507	0.0245868	0.0228294
LG12	2255001	2305000	496	0.0294689	0.0274762
LG12	2260001	2310000	473	0.0313252	0.0309502
LG12	2265001	2315000	477	0.0383341	0.038963
LG12	2270001	2320000	506	0.0395129	0.0395656
LG12	2275001	2325000	488	0.0423923	0.0430096
LG12	2280001	2330000	462	0.0428498	0.0426099
LG12	2285001	2335000	389	0.0496025	0.0492802
LG12	2290001	2340000	359	0.0647679	0.0594324
LG12	2295001	2345000	432	0.0780281	0.0605283
LG12	2300001	2350000	430	0.0902547	0.0660211
LG12	2305001	2355000	417	0.0950037	0.0694868
LG12	2310001	2360000	468	0.099807	0.0712974
LG12	2315001	2365000	448	0.103291	0.0714054
LG12	2320001	2370000	459	0.103739	0.0686834
LG12	2325001	2375000	486	0.107058	0.0656951
LG12	2330001	2380000	520	0.105493	0.063968
LG12	2335001	2385000	559	0.103569	0.0636521
LG12	2340001	2390000	585	0.0991858	0.0603935
LG12	2345001	2395000	540	0.0947549	0.0595609
LG12	2350001	2400000	502	0.0898664	0.0540014
LG12	2355001	2405000	492	0.0892071	0.0549962
LG12	2360001	2410000	457	0.0906691	0.0557909
LG12	2365001	2415000	449	0.091345	0.0556877
LG12	2370001	2420000	465	0.0949157	0.0616419
LG12	2375001	2425000	468	0.095516	0.0660948
LG12	2380001	2430000	478	0.0925236	0.0624443
LG12	2385001	2435000	513	0.0844693	0.0556506
LG12	2390001	2440000	524	0.0768189	0.0530333
LG12	2395001	2445000	517	0.0675616	0.0475736
LG12	2400001	2450000	555	0.0602034	0.0435519
LG12	2405001	2455000	603	0.0491632	0.0346583
LG12	2410001	2460000	616	0.0429574	0.0330539
LG12	2415001	2465000	637	0.0419179	0.0327484
LG12	2420001	2470000	613	0.0412269	0.0316703
LG12	2425001	2475000	619	0.0351217	0.0273694
LG12	2430001	2480000	639	0.0286626	0.0247905
LG12	2435001	2485000	606	0.0310932	0.0298963
LG12	2440001	2490000	597	0.0318414	0.030754
LG12	2445001	2495000	619	0.0319998	0.0306518
LG12	2450001	2500000	613	0.0327942	0.032346
LG12	2455001	2505000	609	0.0335449	0.0317497
LG12	2460001	2510000	612	0.0324507	0.0303764
LG12	2465001	2515000	655	0.0314113	0.0290889
LG12	2470001	2520000	733	0.0215849	0.0219769
LG12	2475001	2525000	784	0.0221407	0.0215198
LG12	2480001	2530000	771	0.0280659	0.025176
LG12	2485001	2535000	792	0.0293309	0.0243248
LG12	2490001	2540000	807	0.0300683	0.0250731
LG12	2495001	2545000	838	0.0326051	0.0260075
LG12	2500001	2550000	880	0.029684	0.0228834
LG12	2505001	2555000	855	0.0310811	0.0253757
LG12	2510001	2560000	829	0.0304558	0.024692
LG12	2515001	2565000	811	0.0336296	0.0277072
LG12	2520001	2570000	738	0.0376427	0.0308109
LG12	2525001	2575000	671	0.0383609	0.0317244
LG12	2530001	2580000	645	0.0387639	0.0325804
LG12	2535001	2585000	602	0.0375267	0.031704
LG12	2540001	2590000	560	0.036785	0.0304483
LG12	2545001	2595000	468	0.0337466	0.0292774
LG12	2550001	2600000	370	0.0414628	0.0353286
LG12	2555001	2605000	354	0.0435001	0.0362625
LG12	2560001	2610000	338	0.0433257	0.0351448
LG12	2565001	2615000	290	0.0350602	0.0278892
LG12	2570001	2620000	285	0.0332049	0.0271578
LG12	2575001	2625000	306	0.0261005	0.0262592
LG12	2580001	2630000	331	0.0233071	0.0218633
LG12	2585001	2635000	364	0.0232988	0.0212635
LG12	2590001	2640000	379	0.0252782	0.0236245
LG12	2595001	2645000	435	0.0186075	0.0188561
LG12	2600001	2650000	523	0.00869374	0.0118631
LG12	2605001	2655000	558	0.0135524	0.0151381
LG12	2610001	2660000	621	0.0123139	0.013653
LG12	2615001	2665000	615	0.0121311	0.0142122
LG12	2620001	2670000	596	0.0126694	0.0159702
LG12	2625001	2675000	546	0.0141687	0.0167227
LG12	2630001	2680000	536	0.0121438	0.0157691
LG12	2635001	2685000	503	0.0104154	0.0154707
LG12	2640001	2690000	491	0.00800083	0.0135745
LG12	2645001	2695000	457	0.0147686	0.0207924
LG12	2650001	2700000	399	0.0294478	0.0308005
LG12	2655001	2705000	350	0.0216379	0.0257674
LG12	2660001	2710000	289	0.0323835	0.0341444
LG12	2665001	2715000	299	0.0353467	0.0352565
LG12	2670001	2720000	295	0.0337438	0.0331577
LG12	2675001	2725000	307	0.0366079	0.0337704
LG12	2680001	2730000	286	0.0461908	0.0389477
LG12	2685001	2735000	279	0.0456185	0.0382169
LG12	2690001	2740000	282	0.0466236	0.0380364
LG12	2695001	2745000	304	0.0448251	0.0354102
LG12	2700001	2750000	299	0.0501487	0.0418351
LG12	2705001	2755000	337	0.0551099	0.0456767
LG12	2710001	2760000	345	0.0580225	0.0462045
LG12	2715001	2765000	382	0.0634269	0.0522276
LG12	2720001	2770000	443	0.0695037	0.0558707
LG12	2725001	2775000	480	0.065929	0.0527318
LG12	2730001	2780000	517	0.0624125	0.0505902
LG12	2735001	2785000	561	0.062554	0.0503714
LG12	2740001	2790000	561	0.0614119	0.0496723
LG12	2745001	2795000	565	0.0580807	0.0459105
LG12	2750001	2800000	555	0.0578749	0.043542
LG12	2755001	2805000	524	0.0541464	0.040252
LG12	2760001	2810000	513	0.0498005	0.0373504
LG12	2765001	2815000	477	0.0434487	0.0304417
LG12	2770001	2820000	431	0.0306413	0.0240021
LG12	2775001	2825000	381	0.0297057	0.0236834
LG12	2780001	2830000	334	0.0318911	0.0255199
LG12	2785001	2835000	318	0.026885	0.028569
