sample
loc-1	loc-2	loc-3	loc-4	loc-5	loc-6	loc-7	loc-8	loc-9	loc-10	loc-11	loc-12	loc-13	loc-14	loc-15	loc-16	loc-17	loc-18	loc-19	loc-20	loc-21	loc-22	loc-23	loc-24	loc-25	loc-26	loc-27	loc-28	loc-29	loc-30
pop
1,	0102	0205	0303	0102	0307	0104	0202	0202	0202	0303	0104	0101	0505	0303	0404	0304	0303	0303	0303	0404	0303	0204	0202	0304	0606	0404	0101	0303	0505	0101
1,	0107	0202	0303	0206	0303	0404	0203	0406	0102	0101	0104	0102	0505	0203	0304	0204	0101	0303	0303	0404	0505	0204	0202	0303	0606	0404	0102	0304	0505	0104
1,	0101	0505	0303	0202	0303	0104	0202	0202	0202	0101	0104	0101	0505	0303	0404	0202	0103	0303	0303	0404	0505	0404	0102	0303	0606	0405	0101	0304	0505	0101
1,	0101	0505	0303	0202	0303	0104	0303	0204	0202	0103	0104	0101	0505	0303	0304	0204	0103	0303	0303	0404	0305	0202	0204	0404	0606	0304	0101	0102	0505	0101
1,	0101	0205	0303	0206	0307	0104	0203	0204	0204	0103	0104	0101	0505	0203	0304	0304	0101	0303	0303	0404	0305	0202	0102	0305	0606	0404	0103	0104	0505	0101
1,	0101	0505	0303	0101	0307	0104	0203	0202	0202	0101	0101	0101	0505	0202	0404	0203	0101	0303	0303	0404	0305	0204	0101	0303	0606	0303	0102	0303	0505	0101
1,	0102	0505	0303	0206	0307	0102	0202	0406	0202	0103	0101	0101	0505	0203	0404	0204	0101	0303	0303	0404	0505	0202	0101	0304	0606	0404	0102	0303	0505	0101
1,	0102	0505	0303	0102	0707	0105	0203	0202	0204	0103	0204	0101	0505	0303	0304	0204	0105	0303	0303	0404	0505	0202	0102	0303	0606	0404	0101	0304	0205	0101
1,	0102	0505	0303	0206	0303	0404	0203	0406	0102	0303	0101	0102	0505	0303	0304	0202	0101	0303	0303	0404	0305	0204	0202	0303	0606	0404	0202	0304	0505	0101
1,	0101	0205	0306	0204	0307	0102	0202	0202	0202	0303	0104	0101	0505	0304	0404	0204	0101	0303	0303	0104	0305	0202	0102	0303	0606	0404	0102	0404	0505	0101
1,	0101	0205	0303	0101	0303	0104	0203	0202	0202	0101	0101	0101	0505	0303	0404	0303	0101	0303	0303	0404	0303	0204	0102	0303	0606	0404	0202	0103	0505	0101
1,	0101	0205	0303	0206	0307	0204	0203	0204	0202	0103	0104	0102	0505	0203	0404	0203	0101	0303	0303	0404	0303	0202	0202	0304	0606	0404	0101	0104	0505	0101
1,	0101	0205	0303	0206	0303	0204	0202	0204	0202	0102	0404	0102	0205	0303	0404	0304	0101	0303	0303	0404	0305	0204	0101	0303	0606	0406	0102	0103	0505	0101
1,	0101	0505	0303	0104	0307	0101	0202	0202	0202	0101	0104	0101	0505	0203	0404	0203	0101	0303	0303	0404	0305	0404	0202	0303	0606	0404	0102	0101	0505	0105
1,	0107	0205	0303	0102	0303	0104	0303	0202	0202	0101	0104	0101	0505	0203	0304	0203	0103	0303	0303	0404	0305	0204	0102	0303	0606	0404	0101	0303	0505	0105
1,	0102	0205	0303	0206	0303	0104	0303	0202	0202	0101	0101	0101	0505	0303	0304	0304	0103	0303	0303	0404	0305	0204	0202	0305	0606	0404	0102	0404	0205	0101
1,	0101	0205	0303	0202	0303	0105	0202	0204	0202	0103	0104	0101	0505	0303	0404	0304	0103	0303	0303	0404	0505	0204	0101	0303	0606	0404	0102	0304	0505	0101
1,	0101	0505	0303	0102	0303	0101	0203	0202	0202	0101	0101	0101	0505	0304	0404	0204	0101	0303	0303	0404	0305	0204	0102	0303	0606	0304	0101	0303	0505	0101
1,	0101	0202	0303	0206	0303	0204	0202	0204	0202	0103	0104	0101	0505	0303	0404	0202	0103	0303	0303	0404	0305	0202	0202	0303	0606	0404	0202	0304	0505	0101
1,	0102	0202	0303	0106	0307	0104	0203	0202	0202	0101	0101	0101	0505	0203	0404	0203	0101	0303	0303	0404	0305	0404	0202	0303	0606	0404	0102	0103	0505	0105
1,	0202	0205	0306	0206	0303	0204	0203	0202	0102	0101	0104	0101	0505	0203	0404	0304	0101	0303	0303	0404	0305	0202	0202	0303	0606	0404	0202	0303	0505	0101
1,	0107	0505	0303	0102	0303	0104	0303	0202	0202	0101	0101	0101	0505	0303	0404	0404	0101	0303	0303	0404	0305	0204	0102	0303	0606	0304	0101	0103	0505	0105
1,	0202	0202	0303	0202	0303	0101	0202	0202	0202	0103	0404	0101	0505	0203	0304	0303	0305	0303	0303	0404	0505	0204	0202	0303	0606	0406	0102	0303	0505	0101
1,	0102	0205	0303	0202	0303	0404	0202	0202	0202	0303	0101	0101	0505	0303	0404	0204	0101	0303	0303	0404	0305	0202	0202	0303	0606	0406	0102	0304	0505	0101
1,	0101	0205	0303	0202	0303	0404	0202	0404	0202	0103	0104	0101	0505	0303	0404	0202	0103	0303	0303	0404	0305	0204	0202	0303	0606	0404	0101	0303	0505	0104
1,	0101	0505	0303	0202	0307	0104	0203	0202	0204	0101	0101	0101	0505	0303	0404	0204	0101	0303	0303	0404	0305	0404	0102	0303	0606	0404	0101	0103	0505	0101
1,	0101	0505	0303	0102	0303	0101	0202	0204	0202	0103	0101	0101	0505	0304	0404	0204	0305	0303	0303	0404	0305	0204	0102	0303	0606	0304	0102	0101	0505	0104
1,	0102	0505	0606	0206	0303	0101	0203	0202	0202	0101	0101	0202	0505	0304	0303	0203	0103	0303	0303	0404	0305	0202	0202	0303	0606	0404	0101	0304	0505	0101
1,	0102	0505	0303	0206	0303	0104	0202	0206	0202	0103	0101	0102	0505	0303	0304	0304	0101	0303	0303	0404	0305	0204	0202	0303	0606	0404	0101	0303	0505	0101
1,	0102	0205	0303	0202	0303	0102	0202	0202	0202	0101	0101	0101	0505	0304	0404	0303	0101	0303	0303	0404	0505	0202	0102	0303	0206	0404	0102	0203	0505	0101
1,	0202	0505	0303	0101	0303	0105	0203	0202	0202	0103	0104	0101	0505	0303	0404	0204	0305	0303	0303	0404	0505	0204	0102	0303	0606	0404	0102	0103	0205	0101
1,	0101	0205	0303	0102	0307	0104	0203	0204	0202	0101	0104	0101	0505	0304	0404	0203	0105	0303	0303	0404	0305	0404	0202	0305	0606	0404	0202	0103	0505	0101
1,	0101	0202	0303	0106	0307	0404	0202	0404	0202	0103	0404	0101	0505	0303	0304	0203	0101	0303	0303	0404	0303	0202	0101	0303	0606	0304	0102	0303	0505	0101
1,	0107	0205	0303	0206	0707	0104	0203	0202	0202	0103	0104	0101	0505	0303	0304	0202	0103	0303	0303	0404	0303	0204	0102	0303	0606	0404	0102	0303	0505	0101
1,	0101	0505	0306	0206	0303	0204	0203	0202	0202	0101	0101	0101	0505	0303	0404	0404	0101	0303	0303	0404	0505	0204	0102	0303	0606	0304	0101	0304	0505	0101
1,	0102	0205	0606	0102	0307	0101	0202	0202	0202	0101	0101	0101	0505	0303	0404	0304	0101	0303	0303	0404	0305	0404	0102	0303	0606	0304	0101	0103	0405	0101
1,	0103	0505	0303	0202	0303	0104	0203	0202	0202	0101	0304	0104	0505	0303	0304	0304	0305	0303	0303	0404	0305	0204	0202	0303	0606	0404	0101	0303	0505	0101
1,	0101	0202	0303	0101	0303	0204	0202	0202	0202	0103	0404	0101	0505	0303	0404	0304	0303	0303	0303	0404	0305	0204	0101	0303	0606	0404	0202	0303	0505	0105
1,	0101	0505	0303	0206	0303	0204	0202	0204	0202	0101	0101	0101	0505	0303	0303	0202	0101	0303	0306	0404	0303	0202	0102	0303	0606	0404	0102	0104	0505	0101
1,	0101	0505	0306	0606	0307	0404	0202	0202	0202	0103	0102	0102	0505	0304	0304	0202	0101	0303	0303	0404	0505	0202	0202	0303	0606	0406	0101	0303	0505	0101
1,	0102	0205	0306	0206	0707	0404	0202	0202	0202	0303	0102	0101	0505	0304	0404	0203	0101	0303	0303	0404	0305	0202	0102	0303	0606	0404	0101	0303	0505	0101
1,	0102	0202	0303	0102	0303	0104	0202	0202	0202	0103	0404	0101	0505	0303	0404	0304	0103	0303	0303	0404	0303	0204	0202	0303	0606	0406	0102	0104	0505	0101
1,	0101	0202	0303	0202	0307	0104	0203	0202	0202	0101	0101	0101	0505	0304	0404	0304	0103	0303	0303	0404	0505	0404	0102	0303	0606	0404	0102	0103	0505	0101
1,	0101	0505	0303	0102	0303	0102	0203	0202	0202	0101	0104	0101	0505	0203	0404	0203	0101	0303	0303	0404	0305	0204	0203	0303	0606	0406	0102	0204	0505	0101
1,	0101	0205	0306	0206	0307	0104	0203	0202	0202	0303	0104	0102	0505	0303	0404	0204	0103	0303	0303	0404	0305	0404	0102	0304	0606	0404	0202	0303	0505	0101
1,	0102	0205	0303	0202	0307	0104	0202	0202	0202	0304	0404	0101	0505	0203	0404	0304	0101	0303	0303	0404	0305	0204	0302	0303	0606	0304	0101	0103	0505	0101
1,	0102	0205	0303	0102	0307	0404	0202	0202	0202	0103	0101	0101	0505	0304	0404	0303	0201	0303	0303	0404	0303	0404	0204	0303	0606	0404	0102	0103	0505	0101
1,	0101	0202	0303	0202	0303	0101	0202	0204	0202	0103	0404	0101	0505	0303	0404	0203	0103	0303	0303	0404	0305	0204	0101	0303	0606	0404	0202	0103	0505	0101
1,	0102	0505	0303	0202	0307	0404	0203	0202	0202	0103	0102	0101	0505	0304	0404	0304	0103	0303	0303	0404	0305	0202	0102	0303	0606	0406	0102	0203	0505	0101
1,	0102	0202	0303	0206	0303	0202	0203	0203	0202	0103	0104	0101	0505	0203	0404	0304	0101	0303	0303	0404	0505	0404	0202	0303	0606	0404	0202	0203	0505	0101
